osm_id,name,building,building:levels,height,addr:housenumber,addr:street,addr:postcode,amenity,shop,tourism,historic,start_date,wikidata
"way/461776242","","vacant","","","","","","","","","","",""
"way/461776243","","yes","","","","","","","","","","",""
"way/461776245","","yes","","","","","","","","","","",""
"way/461776246","","yes","","","","","","","","","","",""
"way/461776247","","yes","","","","","","","","","","",""
"way/461776248","","yes","","","","","","","","","","",""
"way/461776249","","yes","","","","","","","","","","",""
"way/461776250","","yes","","","","","","","","","","",""
"way/461776251","","yes","","","","","","","","","","",""
"way/461776252","","yes","","","","","","","","","","",""
"way/461776253","","yes","","","","","","","","","","",""
"way/461776255","","yes","","","","","","","","","","",""
"way/461776256","","yes","","","","","","","","","","",""
"way/461776257","","yes","","","","","","","","","","",""
"way/461776258","","yes","","","","","","","","","","",""
"way/461776259","","yes","","","","","","","","","","",""
"way/461776260","","yes","","","","","","","","","","",""
"way/461776261","New Mexico School for the Arts","school","","","500","Montezuma Avenue","","school","","","building","","Q107862639"
"way/461776265","Capital Coal Neighborhood Eatery","yes","","","326","South Guadalupe Street","87501","food_court","","","","",""
"way/461776266","Guadalupe Station","retail","","","328","South Guadalupe Street","87501","","","","","",""
"way/461791394","","yes","2","","","","","","","","","",""
"way/461791395","","retail","","","541","South Guadalupe Street","","","","","","",""
"way/461791397","Allsup's","yes","","","650","Cerrillos Road","87505","","convenience","","","",""
"way/461791398","","roof","","","","","","","","","","",""
"way/461791399","Motel 6","yes","","","646","Cerrillos Road","87505","","","motel","","",""
"way/461791402","","yes","","","620","Cerrillos Road","87505","","","","","",""
"way/461791403","Chicago Dog Express","yes","","","600","Cerrillos Road","87501","fast_food","","","","",""
"way/461791404","","yes","","","","","","","","","","",""
"way/461791405","","yes","","","","","","","","","","",""
"way/461791406","","yes","","","","","","","","","","",""
"way/461791407","","yes","","","","","","","","","","",""
"way/461791408","","yes","","","","","","","","","","",""
"way/461791409","","yes","","","","","","","","","","",""
"way/461791410","","yes","","","","","","","","","","",""
"way/461791411","","yes","","","","","","","","","","",""
"way/461791412","","yes","","","","","","","","","","",""
"way/461791413","","yes","","","","","","","","","","",""
"way/461791417","","office","","","607","Cerrillos Road","","","","","","",""
"way/461791419","Shake Foundation","yes","","","631","Cerrillos Road","87505","restaurant","","","","",""
"way/461791423","Modern General","yes","","","637","Cerrillos Road","87505","cafe","","","","",""
"way/461791425","Vinaigrette","yes","","","709","Don Cubero Alley","87501","restaurant","","","","",""
"way/461791426","","yes","","","647","Cerrillos Road","87505","","","","","",""
"way/461791427","","yes","","","","","","","","","","",""
"way/461791428","","yes","","","","","","","","","","",""
"way/461791429","","yes","","","711","Don Diego Avenue","87505","","","","","",""
"way/461791430","","yes","","","714","Don Cubero Avenue","87505","","massage","","","",""
"way/461791431","","yes","","","713","Don Diego Avenue","87505","","","","","",""
"way/461791432","","yes","","","","","","","","","","",""
"way/461791433","","yes","","","719","Don Diego Avenue","87505","","","","","",""
"way/461791445","","yes","","","727","Cerrillos Road","87505","","","hotel","","",""
"way/461791446","","hotel","","","","","","","","","","",""
"way/461791447","The Sage Hotel","yes","","","725","Cerrillos Road","87505","","","hotel","","",""
"way/461791449","","hotel","","","","","","","","","","",""
"way/461791450","Whole Foods Market","yes","","","753","Cerrillos Road","87505","","supermarket","","","",""
"way/461791451","","warehouse","","","","","","","","","","",""
"way/461791453","","yes","","","","","","","","","","",""
"way/461791454","","yes","","","","","","","","","","",""
"way/461791455","","yes","","","","","","","","","","",""
"way/461791456","","yes","","","","","","","","","","",""
"way/461791457","","yes","","","","","","","","","","",""
"way/461791458","","yes","","","","","","","","","","",""
"way/461791459","","yes","","","","","","","","","","",""
"way/461791878","","yes","","","801","Cerrillos Road","87505","","","","","",""
"way/461791879","","yes","","","","","","","","","","",""
"way/461791880","","yes","","","825","Cerrillos Road","87505","","","","","",""
"way/461791881","","yes","","","","","","","","","","",""
"way/461791882","","yes","","","855","Cerrillos Road","87505","","","","","",""
"way/461791883","","yes","","","","","","","","","","",""
"way/461791884","","yes","","","","","","","","","","",""
"way/461791885","","yes","","","","","","","","","","",""
"way/461791886","","yes","","","","","","","","","","",""
"way/461791887","","yes","","","","","","","","","","",""
"way/461791889","","commercial","","","825","Early Street","87505","","","","","",""
"way/461791890","","retail","","","815","Early Street","87505","","","","","",""
"way/461791937","Fraternity of Eagles","yes","","","833","Early Street","87505","","","","","",""
"way/461930170","Santa Fe Community Convention Center","yes","2","","201","West Marcy Street","87501","community_centre","","","","2008",""
"way/461930196","Wells Fargo","yes","","","","","","bank","","","","",""
"way/461930197","","yes","","","","","","","","","","",""
"way/461933475","Sky Coffee","yes","","","1609","Alcaldesa Street","87505","cafe","","","","",""
"way/461933476","Nuckolls Brewing","yes","2","","430","West Manhattan Avenue","87505","bar","","","","2023-07-19",""
"way/461999205","","commercial","","","501-511","Old Santa Fe Trail","87505","","","","","",""
"way/461999206","","yes","","","","","","","","","","",""
"way/461999207","","yes","","","","","","","","","","",""
"way/461999208","","commercial","","","518","Old Santa Fe Trail","","","","","","",""
"way/461999210","The Crow's Nest Oddities & Curiosities","yes","","","518","Old Santa Fe Trail","87505","","interior_decoration","","","",""
"way/461999211","","yes","","","","","","","","","","",""
"way/461999213","","yes","","","","","","","","","","",""
"way/461999214","","yes","","","","","","","","","","",""
"way/461999215","","yes","","","","","","","","","","",""
"way/461999216","The New Old Trail Garage Auto Service","yes","","","600","Old Santa Fe Trail","87505","","car_repair","","","",""
"way/461999217","Rothstein Donatelli LLP","yes","","","1215","Paseo de Peralta","87504","","","","","",""
"way/461999218","","yes","","","","","","","","","","",""
"way/461999234","","yes","","","","","","","","","","",""
"way/461999235","PERA Building","yes","3","9","1120","Paseo de Peralta","87501","","","","","",""
"way/462000835","","civic","","","","","","","","","","",""
"way/462003168","","roof","","","","","","","","","","",""
"way/462005831","Santa Fe Fire Station #1","yes","","","200","Murales Road","87501","fire_station","","","","",""
"way/462005837","","yes","","","","","","","","","","",""
"way/462005848","","yes","","","","","","","","","","",""
"way/462005849","","yes","","","","","","","","","","",""
"way/462005850","","yes","","","","","","","","","","",""
"way/462005852","433 Paseo","office","2","","433","Paseo de Peralta","87501","","","","","","Q85740938"
"way/462005853","The Montezuma Lodge","yes","","","","Paseo de Peralta","","","","","","",""
"way/462005859","","yes","","","","","","","","","","",""
"way/462005860","","yes","","","","","","","","","","",""
"way/462005861","","yes","","","","","","","","","","",""
"way/462005862","","yes","","","","","","","","","","",""
"way/462005863","","yes","","","","","","","","","","",""
"way/462005864","","yes","","","","","","","","","","",""
"way/462005865","","yes","","","","","","","","","","",""
"way/462005866","","yes","","","","","","","","","","",""
"way/462005867","","yes","","","","","","","","","","",""
"way/462005868","","yes","","","","","","","","","","",""
"way/462005869","","yes","","","","","","","","","","",""
"way/462005870","","yes","","","","","","","","","","",""
"way/462005871","","yes","","","","","","","","","","",""
"way/462005872","","yes","","","","","","","","","","",""
"way/462005873","","yes","","","","","","","","","","",""
"way/462005874","","yes","","","","","","","","","","",""
"way/462005875","","yes","","","","","","","","","","",""
"way/462005876","","yes","","","","","","","","","","",""
"way/462005877","","yes","","","","","","","","","","",""
"way/462005878","","yes","","","","","","","","","","",""
"way/462005879","","yes","","","","","","","","","","",""
"way/462005880","","yes","","","","","","","","","","",""
"way/462005881","","yes","","","","","","","","","","",""
"way/462005883","","yes","","","","","","","","","","",""
"way/462005884","","yes","","","","","","","","","","",""
"way/462005885","","yes","","","","","","","","","","",""
"way/462005886","","yes","","","","","","","","","","",""
"way/462005887","","yes","","","","","","","","","","",""
"way/462005888","","yes","","","","","","","","","","",""
"way/462005889","","yes","","","","","","","","","","",""
"way/462005890","","yes","","","","","","","","","","",""
"way/462007353","","yes","","","","","","","","","","",""
"way/462007354","","yes","","","","","","","","","","",""
"way/462007355","","yes","","","","","","","","","","",""
"way/462007356","","yes","","","","","","","","","","",""
"way/462007357","","yes","","","","","","","","","","",""
"way/462007358","","yes","","","","","","","","","","",""
"way/462007359","","yes","","","","","","","","","","",""
"way/462007360","","yes","","","","","","","","","","",""
"way/462008850","","yes","","","","","","","","","","",""
"way/462008851","","yes","","","","","","","","","","",""
"way/462008852","","yes","","","","","","","","","","",""
"way/462008853","","residential","","","","","","","","","","",""
"way/462008854","","residential","","","","","","","","","","",""
"way/462008855","","yes","","","","","","","","","","",""
"way/462008856","","yes","","","","","","","","","","",""
"way/462008857","","yes","","","","","","","","","","",""
"way/462008858","","yes","","","","","","","","","","",""
"way/462008859","","yes","","","","","","","","","","",""
"way/462008860","","yes","","","","","","","","","","",""
